Species,SciName,SpeciesGroup,On_Feed,FCR,FM,FO,Year,Area,DataType,Predicted,Source,Updated in,Notes,On_Feed_SD,FCR_SD,FM_SD,FO_SD,On_Feed_LL,FCR_LL,FM_LL,FO_LL,On_Feed_UL,FCR_UL,FM_UL,FO_UL
,,Trouts,100,1.3,34,16,2005,World,Average,0,Tacon et al. (2011),,,,,,,,,,,,,,
,,Trouts,100,1.3,28,15,2007,World,Average,0,Tacon et al. (2011),,,,,,,,,,,,,,
,,Trouts,100,1.3,25,15,2008,World,Average,0,Tacon et al. (2011),,,,,,,,,,,,,,
,,Trouts,100,1.3,22,12,2010,World,Average,1,Tacon et al. (2011),,,,,,,,,,,,,,
,,Trouts,100,1.3,16,10,2015,World,Average,1,Tacon et al. (2011),,,,,,,,,,,,,,
,,Trouts,100,1.3,12,8,2020,World,Average,1,Tacon et al. (2011),,,,,,,,,,,,,,
,,Trouts,100,1.3,,,2000,World,Average,0,"Tacon, A. G., & Metian, M. (2015). Feed matters: satisfying the feed demand of aquaculture. Reviews in Fisheries Science & Aquaculture, 23(1), 1-10.",,,,,,,,,,,,,,
,,Trouts,100,1.3,,,2001,World,Average,0,"Tacon, A. G., & Metian, M. (2015). Feed matters: satisfying the feed demand of aquaculture. Reviews in Fisheries Science & Aquaculture, 23(1), 1-10.",,,,,,,,,,,,,,
,,Trouts,100,1.3,,,2002,World,Average,0,"Tacon, A. G., & Metian, M. (2015). Feed matters: satisfying the feed demand of aquaculture. Reviews in Fisheries Science & Aquaculture, 23(1), 1-10.",,,,,,,,,,,,,,
,,Trouts,100,1.3,,,2003,World,Average,0,"Tacon, A. G., & Metian, M. (2015). Feed matters: satisfying the feed demand of aquaculture. Reviews in Fisheries Science & Aquaculture, 23(1), 1-10.",,,,,,,,,,,,,,
,,Trouts,100,1.3,,,2004,World,Average,0,"Tacon, A. G., & Metian, M. (2015). Feed matters: satisfying the feed demand of aquaculture. Reviews in Fisheries Science & Aquaculture, 23(1), 1-10.",,,,,,,,,,,,,,
,,Trouts,100,1.3,,,2005,World,Average,0,"Tacon, A. G., & Metian, M. (2015). Feed matters: satisfying the feed demand of aquaculture. Reviews in Fisheries Science & Aquaculture, 23(1), 1-10.",,,,,,,,,,,,,,
,,Trouts,100,1.3,,,2006,World,Average,0,"Tacon, A. G., & Metian, M. (2015). Feed matters: satisfying the feed demand of aquaculture. Reviews in Fisheries Science & Aquaculture, 23(1), 1-10.",,,,,,,,,,,,,,
,,Trouts,100,1.3,,,2007,World,Average,0,"Tacon, A. G., & Metian, M. (2015). Feed matters: satisfying the feed demand of aquaculture. Reviews in Fisheries Science & Aquaculture, 23(1), 1-10.",,,,,,,,,,,,,,
,,Trouts,100,1.3,,,2008,World,Average,0,"Tacon, A. G., & Metian, M. (2015). Feed matters: satisfying the feed demand of aquaculture. Reviews in Fisheries Science & Aquaculture, 23(1), 1-10.",,,,,,,,,,,,,,
,,Trouts,100,1.3,,,2009,World,Average,0,"Tacon, A. G., & Metian, M. (2015). Feed matters: satisfying the feed demand of aquaculture. Reviews in Fisheries Science & Aquaculture, 23(1), 1-10.",,,,,,,,,,,,,,
,,Trouts,100,1.3,,,2010,World,Average,0,"Tacon, A. G., & Metian, M. (2015). Feed matters: satisfying the feed demand of aquaculture. Reviews in Fisheries Science & Aquaculture, 23(1), 1-10.",,,,,,,,,,,,,,
,,Trouts,100,1.3,,,2011,World,Average,0,"Tacon, A. G., & Metian, M. (2015). Feed matters: satisfying the feed demand of aquaculture. Reviews in Fisheries Science & Aquaculture, 23(1), 1-10.",,,,,,,,,,,,,,
,,Trouts,100,1.3,,,2012,World,Average,0,"Tacon, A. G., & Metian, M. (2015). Feed matters: satisfying the feed demand of aquaculture. Reviews in Fisheries Science & Aquaculture, 23(1), 1-10.",,,,,,,,,,,,,,
,,Trouts,100,1.3,,,2015,World,Average,1,"Tacon, A. G., & Metian, M. (2015). Feed matters: satisfying the feed demand of aquaculture. Reviews in Fisheries Science & Aquaculture, 23(1), 1-10.",,,,,,,,,,,,,,
,,Trouts,100,1.3,,,2020,World,Average,1,"Tacon, A. G., & Metian, M. (2015). Feed matters: satisfying the feed demand of aquaculture. Reviews in Fisheries Science & Aquaculture, 23(1), 1-10.",,,,,,,,,,,,,,
,,Trouts,100,1.3,,,2025,World,Average,1,"Tacon, A. G., & Metian, M. (2015). Feed matters: satisfying the feed demand of aquaculture. Reviews in Fisheries Science & Aquaculture, 23(1), 1-10.",,,,,,,,,,,,,,
Rainbow trout,Oncorhynchus mykiss,Trouts,100,1.21,45,24,2000,France,Average,0,Aubin et al. 2009. Assessment of the environmental impact …,,,,,,,,,,,,,,
Rainbow trout,Oncorhynchus mykiss,Trouts,100,1.11,24.4,5.6,2008,France,Average,0,Boissy et al. 2011. Salmonid diets at feed and farm scales,,Standard diet used,,,,,,,,,,,,
Grass carp,,Fed carps,84.9442379,,1.5,,2014,China,Average,0,"Xie S, Han D, Yang Y, Zhang S. Feed Developments in Freshwater Aquaculture. In: Gui J-F, Tang Q, Li Z, Liu J, Silva SS De, editors. Aquaculture in China: Success Stories and Modern Trends. John Wiley & Sons; 2018. pp. 433Ð450.",,Freshwater,,,,,,,,,,,,
Silver carp,,Fed carps,4.4917258,,0,,2014,China,Average,0,"Xie S, Han D, Yang Y, Zhang S. Feed Developments in Freshwater Aquaculture. In: Gui J-F, Tang Q, Li Z, Liu J, Silva SS De, editors. Aquaculture in China: Success Stories and Modern Trends. John Wiley & Sons; 2018. pp. 433Ð450.",,Freshwater,,,,,,,,,,,,
Bighead carp,,Fed carps,4.6875,,0,,2014,China,Average,0,"Xie S, Han D, Yang Y, Zhang S. Feed Developments in Freshwater Aquaculture. In: Gui J-F, Tang Q, Li Z, Liu J, Silva SS De, editors. Aquaculture in China: Success Stories and Modern Trends. John Wiley & Sons; 2018. pp. 433Ð450.",,Freshwater,,,,,,,,,,,,
Common carp,,Fed carps,85.1735016,,6,,2014,China,Average,0,"Xie S, Han D, Yang Y, Zhang S. Feed Developments in Freshwater Aquaculture. In: Gui J-F, Tang Q, Li Z, Liu J, Silva SS De, editors. Aquaculture in China: Success Stories and Modern Trends. John Wiley & Sons; 2018. pp. 433Ð450.",,Freshwater,,,,,,,,,,,,
Crucian carp,,Fed carps,84.8375451,,8,,2014,China,Average,0,"Xie S, Han D, Yang Y, Zhang S. Feed Developments in Freshwater Aquaculture. In: Gui J-F, Tang Q, Li Z, Liu J, Silva SS De, editors. Aquaculture in China: Success Stories and Modern Trends. John Wiley & Sons; 2018. pp. 433Ð450.",,Freshwater,,,,,,,,,,,,
Tilapia,,Tilapias,90,,6,,2014,China,Average,0,"Xie S, Han D, Yang Y, Zhang S. Feed Developments in Freshwater Aquaculture. In: Gui J-F, Tang Q, Li Z, Liu J, Silva SS De, editors. Aquaculture in China: Success Stories and Modern Trends. John Wiley & Sons; 2018. pp. 433Ð450.",,Freshwater,,,,,,,,,,,,
Other fishes,,Miscellaneous freshwater fishes,68.4587814,,25,,2014,China,Average,0,"Xie S, Han D, Yang Y, Zhang S. Feed Developments in Freshwater Aquaculture. In: Gui J-F, Tang Q, Li Z, Liu J, Silva SS De, editors. Aquaculture in China: Success Stories and Modern Trends. John Wiley & Sons; 2018. pp. 433Ð450.",,"Freshwater. Includes black carp, bream, catfish, eel, etc.",,,,,,,,,,,,
Shrimp,,Freshwater crustaceans,62.5,,27,,2014,China,Average,0,"Xie S, Han D, Yang Y, Zhang S. Feed Developments in Freshwater Aquaculture. In: Gui J-F, Tang Q, Li Z, Liu J, Silva SS De, editors. Aquaculture in China: Success Stories and Modern Trends. John Wiley & Sons; 2018. pp. 433Ð450.",,Freshwater,,,,,,,,,,,,
Crab,,Freshwater crustaceans,0.7,,40,,2014,China,Average,0,"Xie S, Han D, Yang Y, Zhang S. Feed Developments in Freshwater Aquaculture. In: Gui J-F, Tang Q, Li Z, Liu J, Silva SS De, editors. Aquaculture in China: Success Stories and Modern Trends. John Wiley & Sons; 2018. pp. 433Ð450.",,Freshwater,,,,,,,,,,,,
Mollusks,,Unfed species,0,,0,,2014,China,Average,0,"Xie S, Han D, Yang Y, Zhang S. Feed Developments in Freshwater Aquaculture. In: Gui J-F, Tang Q, Li Z, Liu J, Silva SS De, editors. Aquaculture in China: Success Stories and Modern Trends. John Wiley & Sons; 2018. pp. 433Ð450.",,Freshwater,,,,,,,,,,,,
Algae,,Unfed species,0,,0,,2014,China,Average,0,"Xie S, Han D, Yang Y, Zhang S. Feed Developments in Freshwater Aquaculture. In: Gui J-F, Tang Q, Li Z, Liu J, Silva SS De, editors. Aquaculture in China: Success Stories and Modern Trends. John Wiley & Sons; 2018. pp. 433Ð450.",,Freshwater,,,,,,,,,,,,
Seabass,,Marine fishes,90,,,,2014,China,Average,0,"Mai K, Zhang W. Feed Developments in Mariculture Importance of Feeds for Mariculture. In: Gui J-F, Tang Q, Li Z, Liu J, Silva SS De, editors. Aquaculture in China: Success Stories and Modern Trends. John Wiley & Sons; 2018. pp. 451Ð462.",,Marine,,,,,,,,,,,,
Flounder,,Marine fishes,60,,,,2014,China,Average,0,"Mai K, Zhang W. Feed Developments in Mariculture Importance of Feeds for Mariculture. In: Gui J-F, Tang Q, Li Z, Liu J, Silva SS De, editors. Aquaculture in China: Success Stories and Modern Trends. John Wiley & Sons; 2018. pp. 451Ð462.",,Marine,,,,,,,,,,,,
Large yellow croaker,,Marine fishes,20,,,,2014,China,Average,0,"Mai K, Zhang W. Feed Developments in Mariculture Importance of Feeds for Mariculture. In: Gui J-F, Tang Q, Li Z, Liu J, Silva SS De, editors. Aquaculture in China: Success Stories and Modern Trends. John Wiley & Sons; 2018. pp. 451Ð462.",,Marine,,,,,,,,,,,,
Cobia,,Marine fishes,10,,,,2014,China,Average,0,"Mai K, Zhang W. Feed Developments in Mariculture Importance of Feeds for Mariculture. In: Gui J-F, Tang Q, Li Z, Liu J, Silva SS De, editors. Aquaculture in China: Success Stories and Modern Trends. John Wiley & Sons; 2018. pp. 451Ð462.",,Marine,,,,,,,,,,,,
Yellow tail,,Marine fishes,50,,,,2014,China,Average,0,"Mai K, Zhang W. Feed Developments in Mariculture Importance of Feeds for Mariculture. In: Gui J-F, Tang Q, Li Z, Liu J, Silva SS De, editors. Aquaculture in China: Success Stories and Modern Trends. John Wiley & Sons; 2018. pp. 451Ð462.",,Marine,,,,,,,,,,,,
Bream ,,Marine fishes,40,,,,2014,China,Average,0,"Mai K, Zhang W. Feed Developments in Mariculture Importance of Feeds for Mariculture. In: Gui J-F, Tang Q, Li Z, Liu J, Silva SS De, editors. Aquaculture in China: Success Stories and Modern Trends. John Wiley & Sons; 2018. pp. 451Ð462.",,Marine,,,,,,,,,,,,
Red drum,,Marine fishes,95,,,,2014,China,Average,0,"Mai K, Zhang W. Feed Developments in Mariculture Importance of Feeds for Mariculture. In: Gui J-F, Tang Q, Li Z, Liu J, Silva SS De, editors. Aquaculture in China: Success Stories and Modern Trends. John Wiley & Sons; 2018. pp. 451Ð462.",,Marine,,,,,,,,,,,,
Puffer,,Marine fishes,80,,,,2014,China,Average,0,"Mai K, Zhang W. Feed Developments in Mariculture Importance of Feeds for Mariculture. In: Gui J-F, Tang Q, Li Z, Liu J, Silva SS De, editors. Aquaculture in China: Success Stories and Modern Trends. John Wiley & Sons; 2018. pp. 451Ð462.",,Marine,,,,,,,,,,,,
Grouper,,Marine fishes,10,,,,2014,China,Average,0,"Mai K, Zhang W. Feed Developments in Mariculture Importance of Feeds for Mariculture. In: Gui J-F, Tang Q, Li Z, Liu J, Silva SS De, editors. Aquaculture in China: Success Stories and Modern Trends. John Wiley & Sons; 2018. pp. 451Ð462.",,Marine,,,,,,,,,,,,
Flatfish,,Marine fishes,60,,,,2014,China,Average,0,"Mai K, Zhang W. Feed Developments in Mariculture Importance of Feeds for Mariculture. In: Gui J-F, Tang Q, Li Z, Liu J, Silva SS De, editors. Aquaculture in China: Success Stories and Modern Trends. John Wiley & Sons; 2018. pp. 451Ð462.",,Marine,,,,,,,,,,,,
Other fishes,,Marine fishes,50,,,,2014,China,Average,0,"Mai K, Zhang W. Feed Developments in Mariculture Importance of Feeds for Mariculture. In: Gui J-F, Tang Q, Li Z, Liu J, Silva SS De, editors. Aquaculture in China: Success Stories and Modern Trends. John Wiley & Sons; 2018. pp. 451Ð462.",,Marine,,,,,,,,,,,,
Pacific white shrimp,,Marine shrimps,100,,,,2014,China,Average,0,"Mai K, Zhang W. Feed Developments in Mariculture Importance of Feeds for Mariculture. In: Gui J-F, Tang Q, Li Z, Liu J, Silva SS De, editors. Aquaculture in China: Success Stories and Modern Trends. John Wiley & Sons; 2018. pp. 451Ð462.",,Marine,,,,,,,,,,,,
Tiger prawn,,Marine shrimps,100,,,,2014,China,Average,0,"Mai K, Zhang W. Feed Developments in Mariculture Importance of Feeds for Mariculture. In: Gui J-F, Tang Q, Li Z, Liu J, Silva SS De, editors. Aquaculture in China: Success Stories and Modern Trends. John Wiley & Sons; 2018. pp. 451Ð462.",,Marine,,,,,,,,,,,,
Chinese shrimp,,Marine shrimps,100,,,,2014,China,Average,0,"Mai K, Zhang W. Feed Developments in Mariculture Importance of Feeds for Mariculture. In: Gui J-F, Tang Q, Li Z, Liu J, Silva SS De, editors. Aquaculture in China: Success Stories and Modern Trends. John Wiley & Sons; 2018. pp. 451Ð462.",,Marine,,,,,,,,,,,,
Kuruma prawn,,Marine shrimps,100,,,,2014,China,Average,0,"Mai K, Zhang W. Feed Developments in Mariculture Importance of Feeds for Mariculture. In: Gui J-F, Tang Q, Li Z, Liu J, Silva SS De, editors. Aquaculture in China: Success Stories and Modern Trends. John Wiley & Sons; 2018. pp. 451Ð462.",,Marine,,,,,,,,,,,,
Swimming crab,,Marine crustaceans,15,,,,2014,China,Average,0,"Mai K, Zhang W. Feed Developments in Mariculture Importance of Feeds for Mariculture. In: Gui J-F, Tang Q, Li Z, Liu J, Silva SS De, editors. Aquaculture in China: Success Stories and Modern Trends. John Wiley & Sons; 2018. pp. 451Ð462.",,Marine,,,,,,,,,,,,
Green crab,,Marine crustaceans,5,,,,2014,China,Average,0,"Mai K, Zhang W. Feed Developments in Mariculture Importance of Feeds for Mariculture. In: Gui J-F, Tang Q, Li Z, Liu J, Silva SS De, editors. Aquaculture in China: Success Stories and Modern Trends. John Wiley & Sons; 2018. pp. 451Ð462.",,Marine,,,,,,,,,,,,
Abalone,,Others,3,,,,2014,China,Average,0,"Mai K, Zhang W. Feed Developments in Mariculture Importance of Feeds for Mariculture. In: Gui J-F, Tang Q, Li Z, Liu J, Silva SS De, editors. Aquaculture in China: Success Stories and Modern Trends. John Wiley & Sons; 2018. pp. 451Ð462.",,Marine,,,,,,,,,,,,
Seabass,,Marine fishes,90.9090909,,35,,2014,China,Average,0,"Han D, Shan X, Zhang W, Chen Y, Wang Q, Li Z, et al. A revisit to fishmeal usage and associated consequences in Chinese aquaculture. Rev Aquac. 2016; 1Ð15. doi:10.1111/raq.12183",,,,,,,,,,,,,,
Flatfish,,Marine fishes,61.5384615,,50,,2014,China,Average,0,"Han D, Shan X, Zhang W, Chen Y, Wang Q, Li Z, et al. A revisit to fishmeal usage and associated consequences in Chinese aquaculture. Rev Aquac. 2016; 1Ð15. doi:10.1111/raq.12183",,,,,,,,,,,,,,
Large yellow croaker,,Marine fishes,23.0769231,,45,,2014,China,Average,0,"Han D, Shan X, Zhang W, Chen Y, Wang Q, Li Z, et al. A revisit to fishmeal usage and associated consequences in Chinese aquaculture. Rev Aquac. 2016; 1Ð15. doi:10.1111/raq.12183",,,,,,,,,,,,,,
Grouper,,Marine fishes,11.1111111,,50,,2014,China,Average,0,"Han D, Shan X, Zhang W, Chen Y, Wang Q, Li Z, et al. A revisit to fishmeal usage and associated consequences in Chinese aquaculture. Rev Aquac. 2016; 1Ð15. doi:10.1111/raq.12183",,,,,,,,,,,,,,
Other fishes,,Marine fishes,50,,40,,2014,China,Average,0,"Han D, Shan X, Zhang W, Chen Y, Wang Q, Li Z, et al. A revisit to fishmeal usage and associated consequences in Chinese aquaculture. Rev Aquac. 2016; 1Ð15. doi:10.1111/raq.12183",,,,,,,,,,,,,,
,,Crustaceans,74.1258741,,35,,2014,China,Average,0,"Han D, Shan X, Zhang W, Chen Y, Wang Q, Li Z, et al. A revisit to fishmeal usage and associated consequences in Chinese aquaculture. Rev Aquac. 2016; 1Ð15. doi:10.1111/raq.12183",,,,,,,,,,,,,,
,,Molluscs,0.0759301,,,,2014,China,Average,0,"Han D, Shan X, Zhang W, Chen Y, Wang Q, Li Z, et al. A revisit to fishmeal usage and associated consequences in Chinese aquaculture. Rev Aquac. 2016; 1Ð15. doi:10.1111/raq.12183",,,,,,,,,,,,,,
,,Unfed species,0,,,,2014,China,Average,0,"Han D, Shan X, Zhang W, Chen Y, Wang Q, Li Z, et al. A revisit to fishmeal usage and associated consequences in Chinese aquaculture. Rev Aquac. 2016; 1Ð15. doi:10.1111/raq.12183",,,,,,,,,,,,,,
Grass carp,,Fed carps,54.17,2.35,2,,2014,China,Average,0,"Greenpeace Report, 2014.",,,,,,,,,,,,,,
"Cupped
oysters nei",,Unfed species,0,0,0,,2014,China,Average,0,"Greenpeace Report, 2014.",,,,,,,,,,,,,,
Silver carp,,Unfed species,0,1.78,0,,2014,China,Average,0,"Greenpeace Report, 2014.",,,,,,,,,,,,,,
"Japanese
carpet shell",,Unfed species,0,0,0,,2014,China,Average,0,"Greenpeace Report, 2014.",,,,,,,,,,,,,,
"Bighead
carp",,Unfed species,0,1.78,0,,2014,China,Average,0,"Greenpeace Report, 2014.",,,,,,,,,,,,,,
"Common
carp",,Fed carps,55.17,1.83,6,,2014,China,Average,0,"Greenpeace Report, 2014.",,,,,,,,,,,,,,
"[Carassius
spp]",,Freshwater fishes,52,1.7,8,,2014,China,Average,0,"Greenpeace Report, 2014.",,,,,,,,,,,,,,
Tilapia,,Freshwater fishes,81.25,1.6,6,,2014,China,Average,0,"Greenpeace Report, 2014.",,,,,,,,,,,,,,
Scallops nei,,Unfed species,0,0,0,,2014,China,Average,0,"Greenpeace Report, 2014.",,,,,,,,,,,,,,
Other fishes,,Freshwater fishes,90.28,1.68,25,,2014,China,Average,0,"Greenpeace Report, 2014.",,,,,,,,,,,,,,
Shellfish,,Others,0.52,1.71,25,,2014,China,Average,0,"Greenpeace Report, 2014.",,,,,,,,,,,,,,
Whiteleg shrimp,,Marine shrimps,93.75,1.2,27,,2014,China,Average,0,"Greenpeace Report, 2014.",,,,,,,,,,,,,,
"Sea   mussels
nei",,Unfed species,0,0,0,,2014,China,Average,0,"Greenpeace Report, 2014.",,,,,,,,,,,,,,
Chinese mitten crab,,Freshwater crustaceans,56.25,2.37,21,,2014,China,Average,0,"Greenpeace Report, 2014.",,,,,,,,,,,,,,
"Constricted
tagelus",,Unfed species,0,0,0,,2014,China,Average,0,"Greenpeace Report, 2014.",,,,,,,,,,,,,,
"Wuchang
bream",,Freshwater fishes,57.14,1.66,6,,2014,China,Average,0,"Greenpeace Report, 2014.",,,,,,,,,,,,,,
"Whiteleg
shrimp",,Freshwater crustaceans,93.75,1.2,29,,2014,China,Average,0,"Greenpeace Report, 2014.",,,,,,,,,,,,,,
"Red swamp
crawfish",,Freshwater crustaceans,9.38,1.56,10,,2014,China,Average,0,"Greenpeace Report, 2014.",,,,,,,,,,,,,,
Black carp,,Fed carps,63.75,1.54,10,,2014,China,Average,0,"Greenpeace Report, 2014.",,,,,,,,,,,,,,
Snakehead,,Freshwater fishes,76.74,1.28,30,,2014,China,Average,0,"Greenpeace Report, 2014.",,,,,,,,,,,,,,
"catfish(__
)",,Freshwater fishes,81.25,1.12,32,,2014,China,Average,0,"Greenpeace Report, 2014.",,,,,,,,,,,,,,
"Invertebrate
s",,Others,37.5,1.57,45,,2014,China,Average,0,"Greenpeace Report, 2014.",,,,,,,,,,,,,,
Asian swamp eel,,Freshwater fishes,45.14,1.79,38,,2014,China,Average,0,"Greenpeace Report, 2014.",,,,,,,,,,,,,,
Blood cockle,,Unfed species,0,0,0,,2014,China,Average,0,"Greenpeace Report, 2014.",,,,,,,,,,,,,,
"Largemouth
black bass",,Freshwater fishes,27.08,1.57,53,,2014,China,Average,0,"Greenpeace Report, 2014.",,,,,,,,,,,,,,
Pond loach,,Freshwater fishes,76.74,2.1,10,,2014,China,Average,0,"Greenpeace Report, 2014.",,,,,,,,,,,,,,
"Chinese softshell
turtle",,Others,93.75,1.46,50,,2014,China,Average,0,"Greenpeace Report, 2014.",,,,,,,,,,,,,,
"Yellow
catfish",,Freshwater fishes,90.28,1.6,27,,2014,China,Average,0,"Greenpeace Report, 2014.",,,,,,,,,,,,,,
"Mandarin
fish",,Freshwater fishes,0,0,0,,2014,China,Average,0,"Greenpeace Report, 2014.",,,,,,,,,,,,,,
"Oriental
river prawn",,Freshwater crustaceans,75,1.79,21,,2014,China,Average,0,"Greenpeace Report, 2014.",,,,,,,,,,,,,,
"Channel
catfish",,Freshwater fishes,90.28,2.29,8,,2014,China,Average,0,"Greenpeace Report, 2014.",,,,,,,,,,,,,,
Sea snails,,Others,1.88,1.38,30,,2014,China,Average,0,"Greenpeace Report, 2014.",,,,,,,,,,,,,,
"Japanese
eel",,Freshwater fishes,90.28,1.51,55,,2014,China,Average,0,"Greenpeace Report, 2014.",,,,,,,,,,,,,,
"Japanese sea
cucumber",,Others,12.19,7.02,3,,2014,China,Average,0,"Greenpeace Report, 2014.",,,,,,,,,,,,,,
IndoPacific swamp crab,,Marine crustaceans,4.69,2.35,39,,2014,China,Average,0,"Greenpeace Report, 2014.",,,,,,,,,,,,,,
"Other
Crustaceans",,Marine crustaceans,52.34,1.54,35,,2014,China,Average,0,"Greenpeace Report, 2014.",,,,,,,,,,,,,,
"Large  yellow
croaker",,Marine fishes,18.75,1.7,45,,2014,China,Average,0,"Greenpeace Report, 2014.",,,,,,,,,,,,,,
Giant river prawn,,Freshwater crustaceans,93.75,1.42,28,,2014,China,Average,0,"Greenpeace Report, 2014.",,,,,,,,,,,,,,
"Flounder  (_
_)",,Marine fishes,56.25,1.07,50,,2014,China,Average,0,"Greenpeace Report, 2014.",,,,,,,,,,,,,,
"Portunus swimcrabs
nei",,Marine crustaceans,4.69,1.9,41,,2014,China,Average,0,"Greenpeace Report, 2014.",,,,,,,,,,,,,,
Abalones nei,,Others,2.81,2.05,20,,2014,China,Average,0,"Greenpeace Report, 2014.",,,,,,,,,,,,,,
"Largemouth
black bass",,Marine fishes,84.38,1.57,37,,2014,China,Average,0,"Greenpeace Report, 2014.",,,,,,,,,,,,,,
Sea snails,,Unfed species,0,0,0,,2014,China,Average,0,"Greenpeace Report, 2014.",,,,,,,,,,,,,,
"Snubnose
pompano",,Marine fishes,89.06,1.42,35,,2014,China,Average,0,"Greenpeace Report, 2014.",,,,,,,,,,,,,,
Pirapatinga,,Freshwater fishes,90.28,2.08,5,,2014,China,Average,0,"Greenpeace Report, 2014.",,,,,,,,,,,,,,
Frogs,,Others,93.75,1.17,32,,2014,China,Average,0,"Greenpeace Report, 2014.",,,,,,,,,,,,,,
"Swan
mussel",,Unfed species,0,0,0,,2014,China,Average,0,"Greenpeace Report, 2014.",,,,,,,,,,,,,,
Groupers nei,,Marine fishes,14.06,1.47,50,,2014,China,Average,0,"Greenpeace Report, 2014.",,,,,,,,,,,,,,
"Giant tiger
prawn",,Marine shrimps,93.75,1.41,30,,2014,China,Average,0,"Greenpeace Report, 2014.",,,,,,,,,,,,,,
Red drum,,Marine fishes,28.13,1.83,40,,2014,China,Average,0,"Greenpeace Report, 2014.",,,,,,,,,,,,,,
"Jellyfishes
nei",,Others,28.13,0,20,,2014,China,Average,0,"Greenpeace Report, 2014.",,,,,,,,,,,,,,
"Porgies, seabreams
nei",,Marine fishes,46.88,1.66,45,,2014,China,Average,0,"Greenpeace Report, 2014.",,,,,,,,,,,,,,
Others,,Others,13.44,7.02,12,,2014,China,Average,0,"Greenpeace Report, 2014.",,,,,,,,,,,,,,
"Fleshy
prawn",,Marine shrimps,79.69,1.17,35,,2014,China,Average,0,"Greenpeace Report, 2014.",,,,,,,,,,,,,,
"Kuruma
prawn",,Marine shrimps,37.5,1.22,35,,2014,China,Average,0,"Greenpeace Report, 2014.",,,,,,,,,,,,,,
Others,,Others,93.75,1.39,38,,2014,China,Average,0,"Greenpeace Report, 2014.",,,,,,,,,,,,,,
"River and lake turtles
nei",,Others,93.75,1.53,32,,2014,China,Average,0,"Greenpeace Report, 2014.",,,,,,,,,,,,,,
Cobia,,Marine fishes,9.38,2.05,43,,2014,China,Average,0,"Greenpeace Report, 2014.",,,,,,,,,,,,,,
Asian clam,,Unfed species,0,0,0,,2014,China,Average,0,"Greenpeace Report, 2014.",,,,,,,,,,,,,,
Shellfish,,Unfed species,0,0,0,,2014,China,Average,0,"Greenpeace Report, 2014.",,,,,,,,,,,,,,
"Clearhead
icefish",,Freshwater fishes,0,0,0,,2014,China,Average,0,"Greenpeace Report, 2014.",,,,,,,,,,,,,,
"Amberjacks
nei",,Marine fishes,18.75,1.07,45,,2014,China,Average,0,"Greenpeace Report, 2014.",,,,,,,,,,,,,,
"Tiger
pufferfish",,Marine fishes,18.75,2.16,41,,2014,China,Average,0,"Greenpeace Report, 2014.",,,,,,,,,,,,,,
"Pen       shells
nei",,Unfed species,0,0,0,,2014,China,Average,0,"Greenpeace Report, 2014.",,,,,,,,,,,,,,
"other
Crustaceans",,Freshwater crustaceans,65.63,1.67,22,,2014,China,Average,0,"Greenpeace Report, 2014.",,,,,,,,,,,,,,
"Righteye flounders
nei",,Marine fishes,75,1.27,45,,2014,China,Average,0,"Greenpeace Report, 2014.",,,,,,,,,,,,,,
,,Salmons,100,1.3,25,15,2008,Norway,Reported,0,"Troell, Max. Unpublished Data. Used in Tacon & Metian 2008",,,,,,,,,25,15,,,25,15
,,Salmons,100,1.3,22.5,15,2008,Chile,Reported,0,"Troell, Max. Unpublished Data. Used in Tacon & Metian 2008",,,,,,,,,20,15,,,25,15
,,Salmons,100,1.3,35,25,2008,United Kingdom,Reported,0,"Troell, Max. Unpublished Data. Used in Tacon & Metian 2008",,,,,,,,,35,25,,,35,25
,,Salmons,100,1.3,30,20,2008,Canada,Reported,0,"Troell, Max. Unpublished Data. Used in Tacon & Metian 2008",,,,,,,,,25,15,,,35,25
,,Salmons,100,1.3,32.5,17.5,2008,Australia,Reported,0,"Troell, Max. Unpublished Data. Used in Tacon & Metian 2008",,,,,,,,,25,10,,,40,25
,,Salmons,100,1.3,26.14540192,16.45841483,2008,Other countries,Average,0,"Troell, Max. Unpublished Data. Used in Tacon & Metian 2008",,,,,,,,,25.21417815,15.94881978,,,27.0766257,16.96800988
,,Salmons,100,1.3,26.14540192,16.45841483,2008,World,Average,0,"Troell, Max. Unpublished Data. Used in Tacon & Metian 2008",,,,,,,,,25.21417815,15.94881978,,,27.0766257,16.96800988
,,Trouts,100,1.3,22.5,15,2008,Chile,Reported,0,"Troell, Max. Unpublished Data. Used in Tacon & Metian 2008",,,,,,,,,20,15,,,25,15
,,Trouts,100,1.3,25,15,2008,Norway,Reported,0,"Troell, Max. Unpublished Data. Used in Tacon & Metian 2008",,,,,,,,,25,15,,,25,15
,,Trouts,100,1.3,32,20,2008,Denmark,Reported,0,"Troell, Max. Unpublished Data. Used in Tacon & Metian 2008",,,,,,,,,32,20,,,32,20
,,Trouts,100,1.3,25,12.5,2008,France,Reported,0,"Troell, Max. Unpublished Data. Used in Tacon & Metian 2008",,,,,,,,,20,10,,,30,15
,,Trouts,100,1.3,30,20,2008,United Kingdom,Reported,0,"Troell, Max. Unpublished Data. Used in Tacon & Metian 2008",,,,,,,,,30,20,,,30,20
